,Default,purpose,dti_n,home_ownership,revenue,loan_amnt,addr_state,fico_n
376806,0,debt_consolidation,18.14,MORTGAGE,80000.0,35000,PA,712.0
376807,0,other,11.35,MORTGAGE,81000.0,7000,MA,672.0
376808,0,credit_card,9.0,MORTGAGE,113000.0,12000,CA,712.0
376809,1,home_improvement,10.25,MORTGAGE,74000.0,40000,SC,702.0
376810,1,home_improvement,20.25,RENT,48000.0,12000,IN,727.0
376811,0,debt_consolidation,36.75,MORTGAGE,60000.0,20000,FL,687.0
376812,0,debt_consolidation,21.78,MORTGAGE,147500.0,12000,NJ,717.0
376813,0,debt_consolidation,14.72,RENT,32000.0,17000,WA,692.0
376814,0,debt_consolidation,10.02,MORTGAGE,131000.0,24000,CA,672.0
376815,0,other,38.39,MORTGAGE,124600.0,9000,IL,672.0
376816,0,debt_consolidation,9.43,RENT,35000.0,15000,TN,787.0
376817,0,vacation,10.65,MORTGAGE,54105.0,8000,MD,662.0
376818,0,debt_consolidation,26.58,MORTGAGE,60000.0,11000,TX,732.0
376819,1,home_improvement,9.79,RENT,150000.0,35000,FL,662.0
376820,0,debt_consolidation,3.14,MORTGAGE,43500.0,5400,CA,682.0
376821,0,debt_consolidation,10.29,MORTGAGE,35000.0,16000,AL,687.0
376822,0,debt_consolidation,16.73,MORTGAGE,165000.0,14400,CA,767.0
376823,0,home_improvement,20.1,MORTGAGE,40000.0,6000,TN,687.0
376824,0,other,1.03,RENT,73600.0,14000,WI,672.0
376825,0,debt_consolidation,16.7,RENT,72000.0,6000,MD,662.0
376826,0,debt_consolidation,12.52,MORTGAGE,48384.0,8000,MS,662.0
376827,1,debt_consolidation,36.69,RENT,46800.0,10000,AZ,662.0
376828,0,debt_consolidation,11.79,RENT,33280.0,12000,NE,737.0
376829,0,medical,13.62,RENT,75000.0,26075,TX,792.0
376830,0,debt_consolidation,22.07,RENT,33280.0,9000,IN,667.0
376831,0,other,0.89,RENT,50000.0,2800,IL,797.0
376832,0,car,10.61,MORTGAGE,80000.0,7900,MA,702.0
376833,0,debt_consolidation,19.23,MORTGAGE,40000.0,4000,FL,712.0
376834,0,home_improvement,8.71,OWN,200000.0,24000,NV,717.0
376835,0,debt_consolidation,12.57,MORTGAGE,107000.0,20000,UT,792.0
376836,0,debt_consolidation,11.3,MORTGAGE,80000.0,9000,GA,722.0
376837,0,debt_consolidation,9.17,MORTGAGE,72000.0,12000,CA,792.0
376838,0,credit_card,14.31,RENT,48711.0,11000,CO,662.0
376839,0,debt_consolidation,10.8,MORTGAGE,52000.0,5000,IL,682.0
376840,0,debt_consolidation,10.37,RENT,115000.0,35000,CA,752.0
376841,0,debt_consolidation,13.21,MORTGAGE,110000.0,25000,WI,732.0
376842,0,debt_consolidation,2.83,MORTGAGE,100000.0,26500,NC,697.0
376843,0,debt_consolidation,11.4,RENT,75000.0,4500,MO,672.0
376844,0,other,27.69,OWN,27000.0,12850,TX,722.0
376845,1,debt_consolidation,3.33,RENT,35000.0,3000,TX,672.0
376846,0,major_purchase,7.91,MORTGAGE,97000.0,4000,NJ,687.0
376847,0,credit_card,15.03,MORTGAGE,82500.0,7500,PA,712.0
376848,0,credit_card,17.83,MORTGAGE,84000.0,15000,CA,692.0
376849,0,debt_consolidation,21.33,MORTGAGE,43000.0,23000,NE,687.0
376850,0,debt_consolidation,18.91,MORTGAGE,89000.0,13200,NV,672.0
376851,0,car,15.51,RENT,57408.0,3400,IN,717.0
376852,0,debt_consolidation,23.21,MORTGAGE,78700.0,25000,CA,707.0
376853,0,debt_consolidation,0.51,RENT,81600.0,12000,OH,752.0
376854,0,credit_card,12.94,OWN,37000.0,4000,MS,667.0
376855,0,other,25.35,OWN,50000.0,10000,OH,712.0
376856,1,debt_consolidation,26.95,OWN,63000.0,25000,NY,692.0
376857,0,debt_consolidation,30.2,RENT,31000.0,6000,TX,747.0
376858,1,other,11.89,OWN,181000.0,3000,NY,672.0
376859,0,debt_consolidation,10.72,OWN,148500.0,30000,VA,732.0
376860,0,debt_consolidation,16.7,MORTGAGE,69000.0,17900,MN,702.0
376861,0,debt_consolidation,10.21,MORTGAGE,30084.0,8000,MI,717.0
376862,0,debt_consolidation,9.69,RENT,104000.0,23500,NY,757.0
376863,0,debt_consolidation,26.49,RENT,55000.0,4000,VT,692.0
376864,0,credit_card,24.78,RENT,34000.0,6500,VA,697.0
376865,0,credit_card,35.65,OWN,43000.0,12000,MI,707.0
376866,0,credit_card,20.05,MORTGAGE,150000.0,35000,CO,692.0
376867,0,credit_card,5.74,RENT,70000.0,12000,MD,662.0
376868,0,debt_consolidation,18.54,MORTGAGE,120000.0,19000,KS,732.0
376869,0,debt_consolidation,54.22,RENT,67752.45,9600,MT,677.0
376870,1,debt_consolidation,21.18,MORTGAGE,68000.0,25500,NC,707.0
376871,0,credit_card,36.13,RENT,57000.0,12800,NY,687.0
376872,1,other,1.15,MORTGAGE,48000.0,10000,NY,662.0
376873,0,debt_consolidation,12.27,RENT,39700.0,12000,OR,737.0
376874,0,credit_card,13.17,RENT,50000.0,15000,MA,687.0
376875,0,credit_card,21.28,RENT,22000.0,6000,NY,742.0
376876,0,other,19.66,MORTGAGE,114000.0,21600,CA,687.0
376877,0,debt_consolidation,13.74,MORTGAGE,110000.0,24000,MI,737.0
376878,0,debt_consolidation,25.63,RENT,53000.0,6000,FL,717.0
376879,0,debt_consolidation,38.02,RENT,48200.0,20000,IL,697.0
376880,0,debt_consolidation,17.23,RENT,110000.0,14000,NV,672.0
376881,1,vacation,11.52,MORTGAGE,47000.0,3000,NY,702.0
376882,0,debt_consolidation,6.04,MORTGAGE,100400.0,15000,WI,697.0
376883,0,other,9.44,MORTGAGE,82000.0,19200,TN,672.0
376884,0,debt_consolidation,32.33,MORTGAGE,65000.0,20000,OR,687.0
376885,1,credit_card,26.33,RENT,20280.0,6025,MA,707.0
376886,0,home_improvement,33.13,MORTGAGE,160000.0,16000,KS,662.0
376887,1,debt_consolidation,21.93,RENT,152000.0,30000,GA,717.0
376888,0,debt_consolidation,9.44,MORTGAGE,62000.0,6000,CA,722.0
376889,0,debt_consolidation,15.98,MORTGAGE,100000.0,15000,MI,692.0
376890,1,debt_consolidation,44.42,MORTGAGE,150000.0,5000,NC,677.0
376891,0,debt_consolidation,19.76,OWN,80000.0,2400,CA,662.0
376892,1,credit_card,27.16,RENT,60000.0,20000,OK,712.0
376893,0,other,22.57,RENT,61000.0,5000,CA,712.0
376894,0,other,12.0,RENT,65000.0,10000,MA,672.0
376895,1,other,6.28,OWN,78000.0,5000,NE,662.0
376896,0,credit_card,27.09,MORTGAGE,110000.0,25000,NJ,677.0
376897,0,major_purchase,8.98,RENT,175000.0,40000,VA,697.0
376898,1,debt_consolidation,1.92,OWN,31200.0,36875,MS,732.0
376899,0,major_purchase,36.37,MORTGAGE,50000.0,29100,IN,752.0
376900,1,debt_consolidation,14.74,MORTGAGE,50000.0,12000,PA,762.0
376901,0,house,27.63,OWN,142000.0,21000,PA,722.0
376902,0,debt_consolidation,7.47,RENT,46000.0,10000,NJ,672.0
376903,1,major_purchase,8.71,RENT,108254.9,21000,CA,777.0
376904,0,home_improvement,25.11,MORTGAGE,93000.0,16000,OH,712.0
376905,0,major_purchase,18.91,MORTGAGE,63000.0,5000,FL,737.0
376906,0,home_improvement,22.86,MORTGAGE,115000.0,2400,MI,787.0
376907,0,home_improvement,22.45,MORTGAGE,88000.0,6025,MA,702.0
376908,0,debt_consolidation,22.82,MORTGAGE,67000.0,15000,AZ,702.0
376909,0,debt_consolidation,8.76,MORTGAGE,37000.0,10000,CA,677.0
376910,0,debt_consolidation,25.5,MORTGAGE,110000.0,35000,SD,807.0
376911,0,home_improvement,20.21,MORTGAGE,50000.0,2500,AR,702.0
376912,0,other,5.18,MORTGAGE,89800.0,35000,NY,782.0
376913,0,credit_card,11.95,MORTGAGE,48000.0,6000,NV,672.0
376914,0,other,16.1,OWN,120000.0,24975,WA,732.0
376915,1,debt_consolidation,2.39,OWN,133000.0,30000,CA,682.0
376916,0,debt_consolidation,21.5,MORTGAGE,150000.0,30000,CO,707.0
376917,0,credit_card,24.07,RENT,52000.0,28000,TX,697.0
376918,0,debt_consolidation,28.89,OWN,53000.0,15000,LA,697.0
376919,1,credit_card,38.09,RENT,85000.0,30000,MI,687.0
376920,0,home_improvement,9.58,MORTGAGE,70000.0,1300,FL,782.0
376921,0,debt_consolidation,11.81,RENT,19200.0,8400,GA,682.0
376922,1,credit_card,32.24,RENT,35000.0,10000,NJ,662.0
376923,1,debt_consolidation,11.25,MORTGAGE,80000.0,35000,FL,667.0
376924,0,debt_consolidation,6.93,MORTGAGE,100576.0,25000,VA,702.0
376925,0,debt_consolidation,11.16,RENT,43000.0,10000,DC,727.0
376926,0,debt_consolidation,4.75,MORTGAGE,100068.0,10000,CA,682.0
376927,1,credit_card,9.6,RENT,35000.0,10500,OH,662.0
376928,0,debt_consolidation,39.27,RENT,40000.0,3500,FL,742.0
376929,0,credit_card,15.18,RENT,33000.0,5000,MD,697.0
376930,0,other,9.0,RENT,100000.0,8000,NY,672.0
376931,0,debt_consolidation,33.32,MORTGAGE,65800.0,20000,VT,737.0
376932,0,home_improvement,39.97,MORTGAGE,70000.0,14000,DE,737.0
376933,1,other,7.88,MORTGAGE,189996.0,15000,MO,722.0
376934,0,debt_consolidation,22.9,RENT,14000.0,8000,NJ,662.0
376935,0,debt_consolidation,18.29,MORTGAGE,80000.0,40000,MN,677.0
376936,0,medical,7.44,MORTGAGE,80000.0,7500,TX,737.0
376937,0,vacation,18.99,RENT,73000.0,5600,CA,812.0
376938,0,moving,20.58,RENT,37897.0,1000,TX,697.0
376939,0,debt_consolidation,24.12,RENT,25375.0,12000,NC,732.0
376940,1,credit_card,30.07,MORTGAGE,60500.0,22000,MI,672.0
376941,0,credit_card,19.45,RENT,47500.0,24000,CA,707.0
376942,1,other,19.52,MORTGAGE,58894.0,10000,LA,712.0
376943,0,debt_consolidation,29.84,MORTGAGE,30000.0,12500,MN,732.0
376944,0,debt_consolidation,17.17,RENT,90000.0,7800,CA,662.0
376945,0,home_improvement,6.27,MORTGAGE,250000.0,40000,CA,722.0
376946,0,credit_card,24.41,OWN,50000.0,9000,CA,687.0
376947,0,home_improvement,7.66,MORTGAGE,91000.0,15000,CA,737.0
376948,0,debt_consolidation,24.98,MORTGAGE,74000.0,10000,WA,702.0
376949,0,debt_consolidation,12.14,OWN,60000.0,8500,FL,722.0
376950,1,other,19.79,RENT,76000.0,30000,CA,747.0
376951,0,home_improvement,4.4,RENT,80000.0,2000,CA,667.0
376952,0,debt_consolidation,20.79,MORTGAGE,80000.0,36000,SC,702.0
376953,0,debt_consolidation,19.65,RENT,45000.0,5600,CT,772.0
376954,0,other,16.69,RENT,215000.0,40000,TX,747.0
376955,0,debt_consolidation,11.17,MORTGAGE,200000.0,38000,FL,707.0
376956,1,debt_consolidation,31.74,MORTGAGE,99734.0,25000,NE,727.0
376957,0,debt_consolidation,26.25,MORTGAGE,150000.0,27300,AL,747.0
376958,0,debt_consolidation,9.46,RENT,60000.0,2800,MI,687.0
376959,0,home_improvement,22.28,MORTGAGE,90000.0,35000,CA,697.0
376960,0,other,2.9,RENT,36000.0,3000,NV,782.0
376961,0,debt_consolidation,11.79,MORTGAGE,120000.0,16000,TX,722.0
376962,0,credit_card,4.73,RENT,80000.0,6000,WI,762.0
376963,0,debt_consolidation,33.86,RENT,70000.0,26000,MN,702.0
376964,0,debt_consolidation,22.97,MORTGAGE,98000.0,25000,NV,687.0
376965,0,credit_card,19.87,MORTGAGE,112444.0,13000,CA,707.0
376966,0,other,8.72,MORTGAGE,55000.0,8000,CA,672.0
376967,0,debt_consolidation,21.54,MORTGAGE,85000.0,31550,KY,687.0
376968,0,credit_card,26.04,MORTGAGE,120000.0,16800,CA,702.0
376969,1,debt_consolidation,26.53,OWN,93000.0,20000,TN,757.0
376970,0,car,5.2,MORTGAGE,24000.0,5000,OR,772.0
376971,0,debt_consolidation,17.23,RENT,98000.0,12000,FL,702.0
376972,0,debt_consolidation,16.82,MORTGAGE,75000.0,15000,CA,687.0
376973,1,credit_card,15.62,OWN,85000.0,15000,SD,687.0
376974,0,debt_consolidation,14.34,RENT,102000.0,20800,NJ,692.0
376975,0,credit_card,13.41,RENT,55120.0,7000,CA,702.0
376976,0,car,16.54,MORTGAGE,93000.0,3500,MO,712.0
376977,0,credit_card,12.08,MORTGAGE,100000.0,4000,IL,687.0
376978,0,credit_card,18.68,MORTGAGE,55000.0,15000,IL,807.0
376979,0,credit_card,21.86,MORTGAGE,42000.0,8000,IL,767.0
376980,0,credit_card,4.37,OWN,36000.0,6500,TX,707.0
376981,0,credit_card,19.92,MORTGAGE,127000.0,12000,WI,787.0
376982,0,debt_consolidation,20.32,MORTGAGE,60000.0,10000,VA,687.0
376983,0,home_improvement,17.47,MORTGAGE,110000.0,35000,TX,792.0
376984,0,debt_consolidation,8.68,OWN,176950.0,40000,CA,672.0
376985,0,credit_card,4.4,RENT,75000.0,8800,NV,697.0
376986,1,debt_consolidation,11.77,MORTGAGE,62000.0,15000,FL,697.0
376987,1,debt_consolidation,11.81,RENT,105000.0,30000,TN,677.0
376988,0,debt_consolidation,21.63,MORTGAGE,101000.0,9800,ID,752.0
376989,0,debt_consolidation,19.43,RENT,114000.0,40000,OR,702.0
376990,0,credit_card,23.95,RENT,73000.0,6000,IL,672.0
376991,0,house,12.64,RENT,60000.0,8000,NY,802.0
376992,0,credit_card,20.57,MORTGAGE,119000.0,6000,VA,737.0
376993,0,credit_card,12.55,MORTGAGE,164000.0,12000,WA,717.0
376994,0,other,3.97,RENT,65000.0,10300,FL,697.0
376995,0,debt_consolidation,11.67,MORTGAGE,105000.0,14250,NJ,677.0
376996,0,debt_consolidation,16.58,RENT,43000.0,8700,AL,707.0
376997,0,debt_consolidation,4.21,OWN,80000.0,10000,MD,682.0
376998,0,debt_consolidation,18.7,MORTGAGE,104000.0,20000,CA,777.0
376999,0,credit_card,19.77,MORTGAGE,80000.0,10000,CA,697.0
377000,0,debt_consolidation,27.13,RENT,35000.0,13000,NY,697.0
377001,0,debt_consolidation,24.98,MORTGAGE,59000.0,14000,FL,662.0
377002,0,debt_consolidation,8.87,RENT,36000.0,6000,IL,667.0
377003,0,credit_card,14.6,RENT,210000.0,36000,NY,697.0
377004,0,moving,1.48,RENT,65000.0,40000,WA,697.0
377005,0,major_purchase,14.44,MORTGAGE,30000.0,3500,GA,697.0
377006,1,credit_card,36.56,RENT,45000.0,6000,TN,727.0
377007,1,debt_consolidation,21.7,MORTGAGE,64000.0,12000,AZ,692.0
377008,0,debt_consolidation,12.06,MORTGAGE,110000.0,20000,MI,682.0
377009,0,credit_card,27.45,MORTGAGE,46000.0,7000,PA,722.0
377010,1,debt_consolidation,27.24,MORTGAGE,60495.2,5000,VA,707.0
377011,1,debt_consolidation,19.74,MORTGAGE,52000.0,2500,NJ,667.0
377012,0,credit_card,11.57,RENT,19500.0,5500,AZ,732.0
377013,1,debt_consolidation,12.12,RENT,104000.0,6000,AZ,662.0
377014,0,debt_consolidation,37.32,MORTGAGE,70000.0,4000,NY,722.0
377015,0,home_improvement,10.57,OWN,250000.0,6500,OH,727.0
377016,0,debt_consolidation,10.6,MORTGAGE,128016.0,24000,NM,722.0
377017,0,debt_consolidation,24.59,MORTGAGE,78880.0,24000,NV,762.0
377018,0,debt_consolidation,19.33,RENT,91000.0,19500,MA,702.0
377019,0,house,11.52,MORTGAGE,80000.0,4000,VA,787.0
377020,0,credit_card,24.58,MORTGAGE,120000.0,32475,NC,727.0
377021,1,debt_consolidation,25.15,RENT,42000.0,14400,MD,677.0
377022,0,debt_consolidation,5.59,MORTGAGE,155000.0,30000,CA,722.0
377023,0,other,32.07,RENT,16200.0,5000,CA,662.0
377024,0,debt_consolidation,28.07,RENT,36000.0,12000,OH,672.0
377025,1,credit_card,26.79,RENT,50000.0,25000,CO,697.0
377026,0,credit_card,5.62,OWN,41000.0,6000,CO,667.0
377027,0,other,4.36,RENT,44000.0,2000,CA,722.0
377028,0,credit_card,8.56,RENT,45000.0,7800,OH,662.0
377029,0,debt_consolidation,22.99,RENT,93000.0,22000,CA,702.0
377030,0,other,11.02,RENT,86000.0,10000,PA,712.0
377031,0,debt_consolidation,30.99,RENT,26000.0,12000,CA,737.0
377032,1,home_improvement,20.7,MORTGAGE,112000.0,28500,TX,767.0
377033,0,other,15.14,OWN,26000.0,5000,CA,787.0
377034,0,home_improvement,10.94,OWN,80000.0,40000,WA,687.0
377035,1,debt_consolidation,22.15,RENT,46000.0,6025,MA,662.0
377036,1,home_improvement,0.6,RENT,87887.0,40000,MD,767.0
377037,0,other,20.18,MORTGAGE,60000.0,1800,IN,727.0
377038,0,credit_card,16.1,MORTGAGE,46000.0,5800,PA,677.0
377039,1,credit_card,6.16,RENT,90960.0,30000,NV,662.0
377040,0,credit_card,26.16,MORTGAGE,90400.0,32075,MA,672.0
377041,0,debt_consolidation,34.01,RENT,85000.0,20000,NY,767.0
377042,1,debt_consolidation,25.73,MORTGAGE,75000.0,20000,UT,692.0
377043,0,debt_consolidation,6.02,MORTGAGE,78000.0,15000,NV,752.0
377044,0,credit_card,4.82,RENT,55000.0,4800,MI,677.0
377045,0,major_purchase,19.47,RENT,75000.0,5000,MD,672.0
377046,0,credit_card,99.18,MORTGAGE,135000.0,20000,KS,782.0
377047,0,credit_card,30.35,RENT,20400.0,3500,CA,677.0
377048,1,debt_consolidation,9.35,MORTGAGE,260000.0,12875,MO,732.0
377049,0,credit_card,32.52,MORTGAGE,77507.0,10100,HI,722.0
377050,1,debt_consolidation,10.07,RENT,28000.0,15000,CA,742.0
377051,0,debt_consolidation,23.14,MORTGAGE,61000.0,15000,VA,677.0
377052,0,debt_consolidation,21.84,RENT,70000.0,30000,TX,682.0
377053,0,debt_consolidation,9.17,MORTGAGE,150000.0,12000,NJ,687.0
377054,0,debt_consolidation,27.92,OWN,50000.0,5000,TX,702.0
377055,0,home_improvement,8.96,OWN,58000.0,28000,CA,687.0
377056,0,debt_consolidation,17.36,MORTGAGE,43000.0,14800,TN,677.0
377057,1,debt_consolidation,9.22,MORTGAGE,150000.0,10000,SC,677.0
377058,0,house,7.23,MORTGAGE,100000.0,24000,WA,687.0
377059,1,home_improvement,30.25,MORTGAGE,88000.0,35000,CA,687.0
377060,0,house,5.95,RENT,96000.0,30000,NY,687.0
377061,0,other,16.19,OWN,45000.0,12000,NY,672.0
377062,0,home_improvement,11.31,MORTGAGE,110000.0,2000,MD,677.0
377063,0,other,25.47,MORTGAGE,83200.0,8000,ND,717.0
377064,1,debt_consolidation,6.35,RENT,40000.0,12000,NC,672.0
377065,0,debt_consolidation,9.76,MORTGAGE,37000.0,4600,IN,677.0
377066,0,debt_consolidation,12.77,RENT,59000.0,8000,AZ,727.0
377067,0,debt_consolidation,15.25,RENT,300000.0,5800,NY,697.0
377068,0,medical,17.61,RENT,51000.0,10000,VA,742.0
377069,1,home_improvement,6.4,MORTGAGE,30000.0,10000,CO,762.0
377070,1,credit_card,14.39,MORTGAGE,80000.0,30000,NY,712.0
377071,0,debt_consolidation,15.27,RENT,55000.0,8000,NC,697.0
377072,0,credit_card,10.09,MORTGAGE,18000.0,10000,AZ,687.0
377073,1,debt_consolidation,17.29,MORTGAGE,64000.0,30000,CA,662.0
377074,0,credit_card,14.0,MORTGAGE,18000.0,10000,GA,742.0
377075,1,other,6.11,RENT,84000.0,20000,AZ,687.0
377076,1,credit_card,14.85,MORTGAGE,122000.0,15000,CA,722.0
377077,1,debt_consolidation,24.26,MORTGAGE,56000.0,3400,TX,712.0
377078,0,credit_card,20.6,MORTGAGE,62000.0,13850,MO,762.0
377079,0,credit_card,14.24,MORTGAGE,239000.0,30000,TX,692.0
377080,1,debt_consolidation,14.44,OWN,150000.0,20000,CA,682.0
377081,0,debt_consolidation,10.04,RENT,46000.0,1600,NY,692.0
377082,0,debt_consolidation,22.18,MORTGAGE,45000.0,15000,CO,697.0
377083,1,debt_consolidation,19.17,MORTGAGE,40000.0,12000,VA,662.0
377084,0,debt_consolidation,25.89,MORTGAGE,185000.0,36050,TX,832.0
377085,0,debt_consolidation,21.27,RENT,65000.0,20000,GA,672.0
377086,0,debt_consolidation,18.58,RENT,54000.0,25000,ND,707.0
377087,0,debt_consolidation,8.85,MORTGAGE,85722.3,14000,FL,682.0
377088,0,small_business,6.31,RENT,88000.0,10000,NY,727.0
377089,0,debt_consolidation,24.05,MORTGAGE,110000.0,19475,TX,707.0
377090,0,debt_consolidation,19.04,RENT,60000.0,10000,MO,687.0
377091,0,credit_card,14.02,RENT,70000.0,7800,CO,667.0
377092,1,debt_consolidation,108.71,OWN,27938.0,6500,IN,687.0
377093,0,other,12.29,MORTGAGE,45000.0,1000,MN,687.0
377094,0,debt_consolidation,16.76,MORTGAGE,93000.0,40000,TX,692.0
377095,0,debt_consolidation,14.41,MORTGAGE,55000.0,22000,TX,672.0
377096,0,vacation,17.47,RENT,13743.0,2275,CA,662.0
377097,0,other,26.24,MORTGAGE,86000.0,20000,NM,752.0
377098,0,credit_card,2.57,RENT,165000.0,15000,CA,672.0
377099,1,debt_consolidation,23.95,MORTGAGE,135000.0,5000,IL,787.0
377100,0,credit_card,24.37,RENT,80000.0,14400,TX,687.0
377101,0,debt_consolidation,16.86,MORTGAGE,43000.0,24000,MO,662.0
377102,0,debt_consolidation,20.69,MORTGAGE,278500.0,40000,MA,717.0
377103,0,debt_consolidation,2.88,OWN,78000.0,31200,AZ,697.0
377104,0,home_improvement,18.01,MORTGAGE,55000.0,7200,FL,722.0
377105,0,debt_consolidation,14.6,MORTGAGE,135000.0,30000,CA,682.0
377106,0,debt_consolidation,45.32,MORTGAGE,172440.0,40000,WA,787.0
377107,0,credit_card,5.65,RENT,106000.0,17000,CA,672.0
377108,0,debt_consolidation,20.19,MORTGAGE,105000.0,28000,CA,722.0
377109,1,other,8.2,OWN,9948.0,5000,WI,682.0
377110,1,credit_card,30.16,RENT,32000.0,5000,OK,692.0
377111,0,debt_consolidation,18.33,RENT,73000.0,20400,CO,732.0
377112,1,debt_consolidation,34.38,MORTGAGE,102000.0,20900,NY,707.0
377113,0,debt_consolidation,25.37,RENT,40000.0,25000,OR,702.0
377114,0,other,0.4,OWN,75000.0,3000,OH,677.0
377115,0,debt_consolidation,8.63,OWN,82000.0,16000,FL,727.0
377116,0,debt_consolidation,9.57,MORTGAGE,111000.0,15000,MD,672.0
377117,0,credit_card,1.12,RENT,45000.0,3650,NJ,792.0
377118,0,debt_consolidation,14.94,MORTGAGE,80000.0,11200,PA,677.0
377119,1,credit_card,18.55,RENT,55000.0,20000,PA,687.0
377120,1,debt_consolidation,28.91,MORTGAGE,161400.0,22400,FL,712.0
377121,0,major_purchase,8.93,MORTGAGE,84000.0,11000,IN,722.0
377122,0,debt_consolidation,15.22,MORTGAGE,37128.0,10000,MI,707.0
377123,1,debt_consolidation,23.58,OWN,130000.0,20000,NY,672.0
377124,0,credit_card,25.83,MORTGAGE,46000.0,6000,AL,672.0
377125,1,debt_consolidation,8.56,RENT,82000.0,13500,GA,682.0
377126,1,debt_consolidation,26.54,RENT,75000.0,20000,MI,687.0
377127,0,major_purchase,34.88,RENT,48000.0,1500,AL,732.0
377128,0,debt_consolidation,13.63,MORTGAGE,120000.0,30000,MN,752.0
377129,0,other,25.66,RENT,74400.0,14400,OR,662.0
377130,0,debt_consolidation,0.94,RENT,32000.0,3500,NC,662.0
377131,0,debt_consolidation,29.46,MORTGAGE,80000.0,8000,ID,697.0
377132,1,debt_consolidation,15.36,MORTGAGE,23361.0,10000,CA,692.0
377133,0,debt_consolidation,7.37,RENT,160000.0,8000,AK,777.0
377134,1,other,29.07,MORTGAGE,62623.0,10000,CA,667.0
377135,0,other,26.43,RENT,36000.0,13000,FL,692.0
377136,1,debt_consolidation,5.86,RENT,42000.0,30000,TX,687.0
377137,0,debt_consolidation,19.61,MORTGAGE,65000.0,8000,MI,732.0
377138,0,debt_consolidation,6.46,MORTGAGE,65000.0,1000,TX,687.0
377139,0,debt_consolidation,9.7,RENT,58000.0,5200,ID,677.0
377140,0,credit_card,10.16,RENT,60000.0,12000,TX,702.0
377141,0,debt_consolidation,12.73,MORTGAGE,125000.0,10000,UT,762.0
377142,1,debt_consolidation,4.21,OWN,400000.0,15000,NJ,682.0
377143,1,debt_consolidation,15.45,MORTGAGE,55000.0,17200,NV,682.0
377144,1,debt_consolidation,7.25,RENT,120000.0,26000,SC,742.0
377145,0,moving,26.85,MORTGAGE,73000.0,6000,KY,782.0
377146,0,credit_card,12.81,RENT,55000.0,4200,NY,672.0
377147,0,car,7.17,RENT,55000.0,4800,FL,707.0
377148,1,credit_card,31.87,OWN,70000.0,16000,NY,722.0
377149,0,home_improvement,13.51,MORTGAGE,135000.0,5000,OR,712.0
377150,1,medical,7.01,RENT,149000.0,40000,CA,732.0
377151,0,debt_consolidation,21.47,MORTGAGE,55000.0,20000,AL,702.0
377152,0,debt_consolidation,12.6,MORTGAGE,130000.0,27775,CA,707.0
377153,0,debt_consolidation,25.55,RENT,38000.0,10000,FL,667.0
377154,1,other,2.12,RENT,22080.0,7000,MO,672.0
377155,1,debt_consolidation,25.31,MORTGAGE,65000.0,9975,OH,677.0
377156,0,credit_card,4.64,RENT,67000.0,5200,TX,782.0
377157,1,credit_card,36.24,MORTGAGE,112400.0,35000,HI,682.0
377158,0,debt_consolidation,31.66,MORTGAGE,60000.0,8000,AR,797.0
377159,0,credit_card,15.75,OWN,98500.0,17500,CA,712.0
377160,1,other,8.51,MORTGAGE,105000.0,30000,MD,677.0
377161,0,small_business,25.3,OWN,150000.0,40000,NC,742.0
377162,0,credit_card,6.14,RENT,60000.0,7000,NC,692.0
377163,0,home_improvement,17.97,MORTGAGE,133500.0,15000,GA,732.0
377164,0,credit_card,19.15,MORTGAGE,85000.0,16800,OH,687.0
377165,0,credit_card,31.87,MORTGAGE,150000.0,30000,NY,742.0
377166,0,debt_consolidation,28.89,MORTGAGE,39000.0,10000,OR,707.0
377167,0,debt_consolidation,8.71,OWN,55000.0,16000,MA,677.0
377168,0,car,28.52,RENT,76000.0,4600,WI,717.0
377169,0,debt_consolidation,36.2,RENT,86000.0,10000,CA,692.0
377170,0,credit_card,17.05,MORTGAGE,155000.0,20000,MI,687.0
377171,0,home_improvement,11.52,MORTGAGE,60000.0,12000,WI,687.0
377172,0,credit_card,18.68,OWN,34450.0,10000,OH,702.0
377173,1,debt_consolidation,14.29,RENT,51480.0,18000,NY,702.0
377174,0,credit_card,20.23,RENT,100000.0,2800,CA,782.0
377175,0,home_improvement,8.5,MORTGAGE,72000.0,8000,MN,702.0
377176,1,debt_consolidation,27.42,RENT,53000.0,10000,MA,682.0
377177,1,debt_consolidation,18.22,RENT,37476.0,21600,TX,722.0
377178,1,credit_card,78.06,MORTGAGE,61000.0,15000,OH,687.0
377179,0,debt_consolidation,26.44,MORTGAGE,60000.0,28000,GA,682.0
377180,1,debt_consolidation,28.66,OWN,25000.0,20000,AR,737.0
377181,0,credit_card,21.16,RENT,99000.0,19000,TX,682.0
377182,1,debt_consolidation,39.5,RENT,135000.0,40000,MO,702.0
377183,1,debt_consolidation,14.28,MORTGAGE,50000.0,10000,SC,672.0
377184,0,other,17.38,MORTGAGE,116000.0,35000,TX,682.0
377185,0,debt_consolidation,31.07,RENT,35000.0,8000,VA,682.0
377186,0,debt_consolidation,9.28,RENT,102000.0,7500,LA,712.0
377187,1,debt_consolidation,21.37,OWN,68000.0,24000,TN,687.0
377188,1,debt_consolidation,29.57,RENT,33280.0,6925,MI,722.0
377189,0,vacation,11.7,MORTGAGE,140680.0,10500,AZ,752.0
377190,1,other,12.16,MORTGAGE,81000.0,12000,NJ,667.0
